854904	_derivationally_related_form	10752480
1084866	_verb_group	1084588
10107303	_derivationally_related_form	2427103
44037	_hypernym	44149
2963821	_has_part	3521076
407633	_derivationally_related_form	3793186
2179714	_hypernym	1762525
755447	_hypernym	752764
6795746	_derivationally_related_form	946105
10354265	_derivationally_related_form	6078978
13951984	_derivationally_related_form	792991
1131197	_hypernym	1091427
8613593	_hypernym	8630039
12773334	_hypernym	11567411
2030764	_synset_domain_topic_of	8199025
9384223	_instance_hypernym	9403734
2015598	_hypernym	1831531
3473966	_synset_domain_topic_of	5946687
573247	_derivationally_related_form	13456071
2230990	_derivationally_related_form	4948722
8293982	_derivationally_related_form	733632
8174398	_member_meronym	8766988
2615157	_member_meronym	2615298
12262018	_hypernym	12260799
1797767	_hypernym	1507175
1113264	_hypernym	1111816
13199445	_member_meronym	13199717
1383896	_hypernym	17222
1888520	_member_meronym	1889074
9003284	_member_of_domain_region	1307754
2166346	_also_see	2244619
5941210	_derivationally_related_form	701040
10051975	_derivationally_related_form	416135
11956671	_hypernym	11579418
2348324	_derivationally_related_form	1165692
1127245	_derivationally_related_form	2504562
10526927	_derivationally_related_form	855794
751389	_derivationally_related_form	848466
2618244	_member_meronym	2618372
523645	_derivationally_related_form	825089
594374	_hypernym	586262
11644226	_hypernym	11643835
12792041	_member_meronym	12802248
10433737	_hypernym	9633969
2947212	_hypernym	4559275
12299988	_member_meronym	12301917
2213074	_hypernym	2510337
1050651	_hypernym	1729431
8999154	_has_part	8998560
1557517	_hypernym	1556921
348571	_derivationally_related_form	1868258
2502536	_derivationally_related_form	1248191
1051956	_derivationally_related_form	7242912
1358259	_member_meronym	1359488
11410625	_derivationally_related_form	2634265
246552	_derivationally_related_form	322151
1874126	_member_meronym	1876180
2014646	_hypernym	1504437
1878719	_derivationally_related_form	7439284
11997160	_hypernym	11997032
3876519	_hypernym	3453809
6260121	_derivationally_related_form	2079933
9044862	_member_of_domain_region	15186871
8810999	_member_of_domain_region	1296296
11647306	_hypernym	13108841
732552	_derivationally_related_form	879759
1770553	_hypernym	1342529
1579153	_hypernym	1850315
1960296	_hypernym	1957529
625774	_derivationally_related_form	13960117
1427127	_hypernym	1426397
7130341	_hypernym	7129867
2063516	_hypernym	1862557
