/m/02r0csl	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0m313
/m/01c0cc	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/01xdf5	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/04t2l2
/m/02vp1f_	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03_3d
/m/0j1z8	/organization/organization_member/member_of./organization/organization_membership/organization	/m/07t65
/m/06cs95	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/02nb2s
/m/014x77	/film/actor/film./film/performance/film	/m/01ln5z
/m/05v8c	/base/aareas/schema/administrative_area/administrative_parent	/m/02j71
/m/0ggq0m	/music/genre/artists	/m/01vvy
/m/02hsq3m	/award/award_category/nominees./award/award_nomination/nominated_for	/m/08720
/m/01ct6	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	/m/0g3zpp
/m/06x68	/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	/m/05kcgsf
/m/018vs	/music/performance_role/regular_performances./music/group_membership/group	/m/0150jk
/m/09qj50	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0kfpm
/m/01hxs4	/people/person/nationality	/m/09c7w0
/m/02qflgv	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03y_f8	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/075q_
/m/0487c3	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/01bdxz
/m/0bwfwpj	/film/film/genre	/m/06n90
/m/08hmch	/film/film/featured_film_locations	/m/080h2
/m/04v3q	/organization/organization_member/member_of./organization/organization_membership/organization	/m/01rz1
/m/0f3zf_	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0k2sk
/m/01gc7	/award/award_winning_work/awards_won./award/award_honor/award	/m/019f4v
/m/01g4zr	/people/person/place_of_birth	/m/0yc84
/m/0jyx6	/film/film/featured_film_locations	/m/0cc56
/m/05m883	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02n9nmz
/m/01c9f2	/award/award_category/winners./award/award_honor/ceremony	/m/019bk0
/m/01k8rb	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/01j4ls
/m/017zq0	/education/educational_institution/campuses	/m/017zq0
/m/05j82v	/film/film/genre	/m/07s9rl0
/m/017d77	/education/educational_institution_campus/educational_institution	/m/017d77
/m/013zdg	/education/educational_degree/people_with_this_degree./education/education/institution	/m/07lx1s
/m/02lkcc	/people/deceased_person/place_of_death	/m/030qb3t
/m/049g_xj	/film/actor/film./film/performance/film	/m/02rv_dz
/m/033q4k	/education/educational_institution/students_graduates./education/education/student	/m/07s93v
/m/02847m9	/film/film/personal_appearances./film/personal_film_appearance/person	/m/0157m
/m/0cd2vh9	/film/film/production_companies	/m/016tt2
/m/05r5c	/music/performance_role/regular_performances./music/group_membership/group	/m/01wv9xn
/m/0c00zd0	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02r96rf
/m/04n52p6	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0ctw_b
/m/01y3c	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/05krk
/m/01l9p	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/032w8h
/m/01dzz7	/award/award_nominee/award_nominations./award/award_nomination/award	/m/040vk98
/m/01grnp	/government/legislative_session/members./government/government_position_held/district_represented	/m/01x73
/m/02khs	/organization/organization_member/member_of./organization/organization_membership/organization	/m/02vk52z
/m/049k07	/people/person/profession	/m/02hrh1q
/m/0416y94	/film/film/produced_by	/m/01gzm2
/m/0488g	/location/location/contains	/m/049dk
/m/091z_p	/award/award_winning_work/awards_won./award/award_honor/award	/m/0gq_v
/m/02p65p	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/030h95
/m/02lz1s	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqz2
/m/073bb	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0c_n9
/m/0gr4k	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0fy34l
/m/0gqyl	/award/award_category/nominees./award/award_nomination/nominated_for	/m/070fnm
/m/0yjf0	/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	/m/01nv4h
/m/07vk2	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/04rjg
/m/022xml	/education/university/domestic_tuition./measurement_unit/dated_money_value/currency	/m/09nqf
/m/04t7ts	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09sb52
/m/02zmh5	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/048qrd
/m/036c_0	/film/actor/film./film/performance/film	/m/0j_tw
/m/019f4v	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02__34
/m/01f7j9	/people/person/profession	/m/02krf9
/m/01lb14	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/03rj0
/m/04fzfj	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/030_1m
/m/0f40w	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/02725hs
/m/011zd3	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/01vhb0
/m/02g1px	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/m/0j06n
/m/0cg9y	/people/person/profession	/m/0nbcg
/m/0277470	/people/person/profession	/m/02krf9
/m/075cph	/film/film/estimated_budget./measurement_unit/dated_money_value/currency	/m/09nqf
/m/02qvyrt	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02q6gfp
/m/04g9gd	/film/film/film_format	/m/07fb8_
/m/05qhw	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/0nbjq
/m/0277990	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0cqhk0
/m/06mmb	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0c01c
/m/014zcr	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/0bsb4j
/m/0gx1bnj	/film/film/production_companies	/m/024rbz
/m/0fpmrm3	/award/award_winning_work/awards_won./award/award_honor/honored_for	/m/03qnc6q
/m/028rk	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/02ck1	/people/person/religion	/m/0kpl
/m/01fwk3	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqwc
/m/01hmnh	/media_common/netflix_genre/titles	/m/0h1v19
/m/02dh86	/people/person/places_lived./people/place_lived/location	/m/0f__1
/m/0fbvqf	/award/award_category/category_of	/m/0gcf2r
/m/0gr42	/award/award_category/nominees./award/award_nomination/nominated_for	/m/07cz2
/m/02v4vl	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/075wx7_	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/0ch6mp2
/m/0cw3yd	/film/film/country	/m/09c7w0
/m/016h9b	/people/deceased_person/place_of_death	/m/0rnmy
/m/0dr3sl	/film/film/distributors./film/film_film_distributor_relationship/region	/m/07ssc
