acquired_abnormality	location_of	experimental_model_of_disease
mental_or_behavioral_dysfunction	affects	experimental_model_of_disease
population_group	interacts_with	age_group
carbohydrate	interacts_with	vitamin
mental_or_behavioral_dysfunction	result_of	anatomical_abnormality
cell_or_molecular_dysfunction	process_of	mental_process
mental_process	affects	archaeon
disease_or_syndrome	manifestation_of	pathologic_function
mental_or_behavioral_dysfunction	produces	immunologic_factor
therapeutic_or_preventive_procedure	prevents	disease_or_syndrome
organism_attribute	manifestation_of	mental_process
neoplastic_process	result_of	environmental_effect_of_humans
cell_or_molecular_dysfunction	result_of	mental_process
hormone	complicates	cell_function
genetic_function	process_of	natural_phenomenon_or_process
organ_or_tissue_function	affects	bacterium
neoplastic_process	complicates	acquired_abnormality
enzyme	complicates	anatomical_abnormality
congenital_abnormality	affects	archaeon
biologic_function	affects	vertebrate
clinical_attribute	property_of	virus
mental_or_behavioral_dysfunction	associated_with	clinical_attribute
neoplastic_process	affects	animal
amino_acid_peptide_or_protein	affects	molecular_function
cell_or_molecular_dysfunction	occurs_in	neoplastic_process
cell	part_of	rickettsia_or_chlamydia
disease_or_syndrome	co-occurs_with	experimental_model_of_disease
therapeutic_or_preventive_procedure	complicates	physiologic_function
disease_or_syndrome	isa	phenomenon_or_process
experimental_model_of_disease	manifestation_of	pathologic_function
population_group	produces	manufactured_object
organic_chemical	interacts_with	antibiotic
mental_process	affects	animal
immunologic_factor	affects	disease_or_syndrome
mammal	isa	physical_object
individual_behavior	isa	event
immunologic_factor	affects	organ_or_tissue_function
research_activity	measures	receptor
geographic_area	associated_with	congenital_abnormality
antibiotic	complicates	mental_or_behavioral_dysfunction
pathologic_function	process_of	natural_phenomenon_or_process
body_part_organ_or_organ_component	part_of	animal
acquired_abnormality	manifestation_of	cell_or_molecular_dysfunction
cell_or_molecular_dysfunction	produces	body_substance
organism_function	process_of	rickettsia_or_chlamydia
chemical_viewed_structurally	interacts_with	enzyme
pharmacologic_substance	disrupts	molecular_function
mental_or_behavioral_dysfunction	affects	bird
receptor	complicates	anatomical_abnormality
population_group	performs	individual_behavior
vitamin	complicates	organism_function
gene_or_genome	part_of	human
anatomical_abnormality	manifestation_of	cell_or_molecular_dysfunction
disease_or_syndrome	manifestation_of	injury_or_poisoning
age_group	produces	manufactured_object
nucleic_acid_nucleoside_or_nucleotide	interacts_with	element_ion_or_isotope
organophosphorus_compound	affects	mental_process
acquired_abnormality	co-occurs_with	anatomical_abnormality
inorganic_chemical	interacts_with	biomedical_or_dental_material
physiologic_function	process_of	disease_or_syndrome
cell_or_molecular_dysfunction	affects	neoplastic_process
antibiotic	disrupts	gene_or_genome
bacterium	interacts_with	vertebrate
antibiotic	treats	cell_or_molecular_dysfunction
research_device	causes	experimental_model_of_disease
phenomenon_or_process	result_of	disease_or_syndrome
receptor	causes	neoplastic_process
fully_formed_anatomical_structure	produces	lipid
neoplastic_process	complicates	cell_or_molecular_dysfunction
hormone	interacts_with	chemical
pathologic_function	result_of	health_care_activity
idea_or_concept	conceptual_part_of	behavior
group	isa	conceptual_entity
embryonic_structure	part_of	human
organophosphorus_compound	interacts_with	chemical_viewed_functionally
mental_process	result_of	organ_or_tissue_function
patient_or_disabled_group	isa	group
element_ion_or_isotope	interacts_with	antibiotic
mental_or_behavioral_dysfunction	associated_with	cell_or_molecular_dysfunction
cell_or_molecular_dysfunction	process_of	rickettsia_or_chlamydia
age_group	performs	governmental_or_regulatory_activity
lipid	interacts_with	vitamin
lipid	affects	experimental_model_of_disease
enzyme	affects	mental_process
inorganic_chemical	causes	acquired_abnormality
organic_chemical	causes	neoplastic_process
molecular_biology_research_technique	measures	antibiotic
mental_or_behavioral_dysfunction	process_of	pathologic_function
individual_behavior	associated_with	geographic_area
population_group	performs	molecular_biology_research_technique
body_space_or_junction	conceptual_part_of	body_system
family_group	uses	regulation_or_law
therapeutic_or_preventive_procedure	affects	biologic_function
indicator_reagent_or_diagnostic_aid	affects	cell_function
antibiotic	causes	disease_or_syndrome
acquired_abnormality	occurs_in	group
chemical_viewed_functionally	affects	organ_or_tissue_function
immunologic_factor	complicates	experimental_model_of_disease
reptile	interacts_with	organism
congenital_abnormality	associated_with	clinical_attribute
mental_or_behavioral_dysfunction	produces	neuroreactive_substance_or_biogenic_amine
injury_or_poisoning	result_of	anatomical_abnormality
mental_or_behavioral_dysfunction	process_of	fish
pathologic_function	occurs_in	neoplastic_process
