mental_process	issue_in	occupation_or_discipline
health_care_activity	associated_with	neoplastic_process
acquired_abnormality	result_of	neoplastic_process
laboratory_procedure	affects	biologic_function
cell_or_molecular_dysfunction	process_of	human
natural_phenomenon_or_process	result_of	anatomical_abnormality
embryonic_structure	issue_in	occupation_or_discipline
cell_component	part_of	cell
amino_acid_peptide_or_protein	interacts_with	eicosanoid
group	exhibits	individual_behavior
anatomical_abnormality	affects	human
mental_or_behavioral_dysfunction	affects	individual_behavior
therapeutic_or_preventive_procedure	affects	cell_or_molecular_dysfunction
neoplastic_process	isa	pathologic_function
element_ion_or_isotope	interacts_with	hormone
hazardous_or_poisonous_substance	disrupts	body_part_organ_or_organ_component
cell_component	location_of	rickettsia_or_chlamydia
research_activity	measures	organism_attribute
therapeutic_or_preventive_procedure	affects	patient_or_disabled_group
organ_or_tissue_function	result_of	human_caused_phenomenon_or_process
virus	interacts_with	fish
neoplastic_process	process_of	plant
mental_process	result_of	behavior
anatomical_abnormality	part_of	reptile
neuroreactive_substance_or_biogenic_amine	affects	experimental_model_of_disease
health_care_related_organization	produces	classification
diagnostic_procedure	issue_in	biomedical_occupation_or_discipline
laboratory_procedure	measures	receptor
genetic_function	result_of	human_caused_phenomenon_or_process
organic_chemical	interacts_with	carbohydrate
phenomenon_or_process	result_of	organ_or_tissue_function
mental_process	result_of	cell_function
finding	manifestation_of	biologic_function
carbohydrate_sequence	issue_in	occupation_or_discipline
cell_or_molecular_dysfunction	complicates	experimental_model_of_disease
fungus	interacts_with	bird
food	affects	cell_or_molecular_dysfunction
virus	interacts_with	rickettsia_or_chlamydia
professional_or_occupational_group	uses	clinical_drug
nucleic_acid_nucleoside_or_nucleotide	interacts_with	steroid
laboratory_procedure	analyzes	biologically_active_substance
cell_component	location_of	injury_or_poisoning
fully_formed_anatomical_structure	issue_in	occupation_or_discipline
pharmacologic_substance	treats	acquired_abnormality
sign_or_symptom	diagnoses	acquired_abnormality
pathologic_function	occurs_in	group
laboratory_procedure	assesses_effect_of	disease_or_syndrome
laboratory_or_test_result	manifestation_of	biologic_function
pharmacologic_substance	issue_in	biomedical_occupation_or_discipline
organic_chemical	interacts_with	indicator_reagent_or_diagnostic_aid
population_group	uses	manufactured_object
physiologic_function	process_of	reptile
receptor	complicates	congenital_abnormality
steroid	causes	acquired_abnormality
injury_or_poisoning	result_of	natural_phenomenon_or_process
clinical_attribute	measurement_of	mental_process
genetic_function	result_of	environmental_effect_of_humans
group	uses	manufactured_object
acquired_abnormality	affects	invertebrate
mental_or_behavioral_dysfunction	occurs_in	professional_or_occupational_group
molecular_biology_research_technique	measures	genetic_function
anatomical_abnormality	result_of	organ_or_tissue_function
