acquired_abnormality	location_of	experimental_model_of_disease
anatomical_abnormality	manifestation_of	physiologic_function
mental_or_behavioral_dysfunction	affects	experimental_model_of_disease
population_group	interacts_with	age_group
body_part_organ_or_organ_component	location_of	biologic_function
biologically_active_substance	complicates	anatomical_abnormality
carbohydrate	interacts_with	vitamin
experimental_model_of_disease	occurs_in	professional_or_occupational_group
patient_or_disabled_group	uses	clinical_drug
body_part_organ_or_organ_component	connected_to	body_substance
mental_process	result_of	human_caused_phenomenon_or_process
cell_function	co-occurs_with	physiologic_function
mental_or_behavioral_dysfunction	result_of	anatomical_abnormality
enzyme	disrupts	fully_formed_anatomical_structure
nucleic_acid_nucleoside_or_nucleotide	affects	physiologic_function
cell	produces	amino_acid_peptide_or_protein
cell_or_molecular_dysfunction	process_of	mental_process
mental_process	affects	archaeon
enzyme	complicates	organ_or_tissue_function
disease_or_syndrome	manifestation_of	pathologic_function
mental_or_behavioral_dysfunction	produces	immunologic_factor
cell	location_of	bacterium
neoplastic_process	result_of	natural_phenomenon_or_process
mental_or_behavioral_dysfunction	affects	fungus
therapeutic_or_preventive_procedure	prevents	disease_or_syndrome
mental_or_behavioral_dysfunction	affects	invertebrate
immunologic_factor	indicates	bacterium
pharmacologic_substance	treats	sign_or_symptom
immunologic_factor	indicates	rickettsia_or_chlamydia
nucleic_acid_nucleoside_or_nucleotide	interacts_with	pharmacologic_substance
receptor	disrupts	body_part_organ_or_organ_component
eicosanoid	isa	entity
organism_attribute	isa	conceptual_entity
congenital_abnormality	manifestation_of	biologic_function
hormone	disrupts	body_part_organ_or_organ_component
cell_component	affects	genetic_function
molecular_biology_research_technique	measures	cell_or_molecular_dysfunction
finding	evaluation_of	pathologic_function
organism_attribute	manifestation_of	mental_process
diagnostic_procedure	diagnoses	injury_or_poisoning
biologic_function	process_of	cell_or_molecular_dysfunction
tissue	part_of	animal
neoplastic_process	result_of	social_behavior
regulation_or_law	isa	entity
neoplastic_process	result_of	environmental_effect_of_humans
biologically_active_substance	affects	cell_or_molecular_dysfunction
clinical_attribute	result_of	molecular_function
